Player,Pos,Age,Tm,G,GS,MP/G,FG/G,FGA/G,FG%,3P/G,3PA/G,3P%,2P/G,2PA/G,2P%,eFG%,FT/G,FTA/G,FT%,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G
T.J. McConnell,PG,25,PHI,64,1,23.8,2.9,5.8,.500,0.4,0.9,.431,2.5,4.9,.513,.533,0.5,0.5,.853,0.5,2.6,3.1,4.2,1.3,0.2,1.6,1.7,6.7
Erik McCree,SF,24,UTA,4,0,2.0,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0
Chris McCullough,PF,22,WAS,19,0,4.7,0.9,2.2,.429,0.1,0.4,.125,0.9,1.8,.500,.440,0.5,0.7,.643,0.4,0.9,1.3,0.2,0.0,0.3,0.1,0.4,2.4
Doug McDermott,SF,26,TOT,71,3,22.1,2.9,6.2,.463,1.1,2.6,.422,1.8,3.6,.492,.552,0.8,1.0,.784,0.6,2.0,2.5,1.0,0.2,0.2,0.6,1.5,7.7
Doug McDermott,SF,26,NYK,55,1,21.3,2.7,6.0,.460,1.0,2.5,.387,1.8,3.5,.513,.541,0.7,1.0,.755,0.6,1.8,2.4,0.9,0.2,0.2,0.6,1.3,7.2
Doug McDermott,SF,26,DAL,16,2,24.9,3.3,7.1,.469,1.6,3.1,.520,1.7,3.9,.429,.584,1.1,1.3,.857,0.4,2.4,2.9,1.5,0.4,0.1,0.8,2.3,9.4
JaVale McGee,C,30,GSW,55,13,9.2,1.9,2.9,.638,0.0,0.1,.000,1.9,2.8,.662,.638,0.6,0.8,.773,0.7,1.7,2.3,0.5,0.3,0.9,0.4,1.4,4.3
Rodney McGruder,SG,26,MIA,11,0,19.3,2.4,4.5,.520,0.9,2.2,.417,1.5,2.4,.615,.620,0.2,0.4,.500,0.5,1.2,1.7,0.9,0.5,0.2,0.3,1.3,5.8
Trey McKinney-Jones,SG,27,IND,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie,SF,25,TOR,13,0,3.8,0.5,1.0,.538,0.2,0.6,.375,0.3,0.4,.800,.654,0.2,0.2,.667,0.0,0.5,0.5,0.1,0.1,0.1,0.2,0.6,1.5
Ben McLemore,SG,24,MEM,47,12,18.3,2.6,6.1,.424,1.0,2.7,.357,1.6,3.4,.475,.502,0.8,1.0,.804,0.6,1.7,2.3,0.9,0.7,0.3,1.1,2.5,6.9
Josh McRoberts,PF,30,DAL,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jodie Meeks,SG,30,WAS,67,0,15.1,2.0,5.2,.391,0.9,2.7,.322,1.1,2.5,.467,.476,1.4,1.6,.872,0.2,1.4,1.7,1.0,0.4,0.1,0.5,0.7,6.4
Salah Mejri,C,31,DAL,57,1,11.7,1.4,2.2,.656,0.0,0.1,.000,1.4,2.1,.672,.656,0.6,1.0,.569,1.4,2.7,4.1,0.5,0.4,1.1,0.6,2.0,3.5
Jordan Mickey,PF,23,MIA,21,2,12.1,1.6,3.4,.472,0.0,0.6,.077,1.6,2.8,.559,.479,0.5,0.8,.688,0.8,2.8,3.6,0.4,0.2,0.4,0.8,1.6,3.8
Khris Middleton,SF,26,MIL,71,71,36.5,7.3,15.5,.470,1.8,5.0,.361,5.5,10.5,.523,.529,3.8,4.4,.877,0.5,4.7,5.2,4.0,1.4,0.2,2.3,3.3,20.2
C.J. Miles,SF,30,TOR,61,3,18.9,3.3,8.5,.395,2.5,6.5,.380,0.9,2.0,.446,.541,1.1,1.4,.831,0.3,1.9,2.1,0.7,0.6,0.3,0.5,1.8,10.3
Darius Miller,SF,27,NOP,72,2,23.5,2.6,5.8,.447,1.8,4.3,.421,0.8,1.4,.524,.605,0.7,0.8,.881,0.2,1.8,2.0,1.3,0.3,0.2,0.7,2.0,7.7
Malcolm Miller,SF,24,TOR,15,4,8.4,0.9,1.9,.464,0.5,1.4,.381,0.3,0.5,.714,.607,0.3,0.3,1.000,0.3,0.7,1.0,0.2,0.1,0.1,0.3,0.7,2.5
Patty Mills,PG,29,SAS,72,26,24.8,3.3,8.0,.410,1.8,4.9,.373,1.5,3.2,.467,.523,1.2,1.4,.878,0.3,1.6,1.9,2.7,0.7,0.2,1.3,1.5,9.6
Paul Millsap,PF,32,DEN,28,27,28.9,5.1,11.2,.460,1.1,3.1,.356,4.0,8.1,.500,.510,2.8,3.9,.718,1.4,4.9,6.3,2.7,1.2,1.2,2.0,2.5,14.2
Nikola Mirotic,PF,26,TOT,46,9,27.0,5.3,12.2,.436,2.4,6.5,.372,2.9,5.7,.508,.535,2.1,2.7,.803,1.0,6.0,7.0,1.5,0.8,0.7,1.2,1.9,15.2
Nikola Mirotic,PF,26,CHI,25,3,24.9,5.7,12.1,.474,2.8,6.4,.429,3.0,5.6,.525,.588,2.6,3.2,.823,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,16.8
Nikola Mirotic,PF,26,NOP,21,6,29.4,4.9,12.4,.392,2.0,6.5,.307,2.9,5.9,.488,.473,1.6,2.0,.767,1.4,6.5,7.9,1.4,1.0,1.0,1.1,2.0,13.3
Donovan Mitchell,SG,21,UTA,68,60,33.2,7.3,16.9,.435,2.4,7.0,.338,5.0,9.9,.504,.505,2.9,3.5,.829,0.6,3.1,3.7,3.6,1.4,0.4,2.7,2.8,20.0
Naz Mitrou-Long,SG,24,UTA,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Malik Monk,SG,19,CHO,53,0,12.2,1.8,5.7,.322,1.0,3.2,.314,0.8,2.5,.333,.411,0.4,0.5,.760,0.1,0.9,1.0,1.2,0.2,0.1,0.5,0.9,5.1
Greg Monroe,C,27,TOT,40,14,20.1,4.3,7.3,.590,0.0,0.0,,4.3,7.3,.590,.590,1.5,2.2,.709,2.2,4.5,6.7,1.9,0.8,0.4,1.8,1.9,10.2
Greg Monroe,C,27,MIL,5,0,15.8,3.2,6.6,.485,0.0,0.0,,3.2,6.6,.485,.485,0.4,0.8,.500,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
Greg Monroe,C,27,PHO,20,14,23.3,4.9,7.8,.626,0.0,0.0,,4.9,7.8,.626,.626,1.6,2.3,.674,2.5,5.5,8.0,2.5,0.8,0.3,2.0,2.0,11.3
Greg Monroe,C,27,BOS,15,0,17.4,4.0,7.0,.571,0.0,0.0,,4.0,7.0,.571,.571,1.9,2.4,.778,2.0,3.5,5.5,1.4,0.9,0.7,1.7,1.8,9.9
Luis Montero,SG,24,DET,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Ben Moore,PF,22,IND,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0
E'Twaun Moore,SG,28,NOP,72,70,31.8,5.1,10.2,.502,1.5,3.6,.424,3.6,6.5,.546,.578,0.6,0.9,.677,0.8,2.2,2.9,2.2,0.9,0.1,1.3,2.3,12.3
Eric Moreland,PF,26,DET,57,1,11.5,0.8,1.6,.527,0.0,0.0,,0.8,1.6,.527,.527,0.2,0.4,.375,1.1,2.7,3.9,1.1,0.4,0.7,0.6,1.6,1.8
Jaylen Morris,SG,22,ATL,6,0,16.3,2.2,5.2,.419,0.3,1.5,.222,1.8,3.7,.500,.452,0.0,0.0,,0.3,2.3,2.7,1.2,0.3,0.2,1.0,0.3,4.7
Marcus Morris,PF,28,BOS,47,19,26.3,4.7,11.1,.423,1.6,4.3,.369,3.1,6.8,.456,.494,1.9,2.4,.783,0.9,4.7,5.6,1.3,0.7,0.2,1.1,1.9,12.9
Markieff Morris,PF,28,WAS,62,62,27.1,4.5,9.3,.486,1.0,2.8,.380,3.5,6.5,.531,.543,1.5,1.8,.818,1.0,4.7,5.7,1.9,0.8,0.5,1.7,3.1,11.5
Monte Morris,PG,22,DEN,3,0,8.3,1.3,2.0,.667,0.0,0.3,.000,1.3,1.7,.800,.667,0.7,0.7,1.000,0.0,0.7,0.7,2.3,1.0,0.0,0.3,0.3,3.3
Johnathan Motley,PF,22,DAL,5,0,6.0,1.4,2.2,.636,0.0,0.0,,1.4,2.2,.636,.636,0.8,2.2,.364,0.4,2.2,2.6,0.4,0.0,0.4,0.6,0.4,3.6
Timofey Mozgov,C,31,BRK,28,14,12.1,1.6,3.0,.529,0.1,0.6,.222,1.5,2.4,.612,.553,0.7,0.9,.760,1.0,2.1,3.1,0.3,0.2,0.4,1.1,1.3,4.0
Emmanuel Mudiay,PG,21,TOT,58,13,19.8,3.3,8.4,.388,0.8,2.4,.321,2.5,6.0,.415,.434,1.6,2.1,.752,0.4,1.9,2.4,3.3,0.7,0.2,1.8,1.2,8.9
Emmanuel Mudiay,PG,21,DEN,42,0,17.9,3.1,7.7,.401,0.9,2.4,.373,2.2,5.2,.414,.460,1.5,1.9,.808,0.4,1.9,2.2,2.9,0.5,0.1,1.7,1.1,8.5
Emmanuel Mudiay,PG,21,NYK,16,13,24.8,3.8,10.3,.364,0.4,2.4,.184,3.3,7.9,.417,.385,1.8,2.7,.651,0.5,2.2,2.7,4.4,1.1,0.3,2.0,1.6,9.7
Shabazz Muhammad,SF-SG,25,TOT,36,2,9.3,1.6,3.8,.420,0.1,0.5,.211,1.5,3.3,.454,.435,0.7,0.9,.706,0.5,1.0,1.5,0.3,0.2,0.1,0.2,0.7,4.0
Shabazz Muhammad,SF,25,MIN,32,2,9.4,1.5,3.8,.388,0.1,0.6,.211,1.3,3.2,.422,.405,0.7,1.0,.710,0.5,0.9,1.4,0.2,0.2,0.1,0.2,0.7,3.8
Shabazz Muhammad,SG,25,MIL,4,0,8.5,2.8,4.3,.647,0.0,0.0,,2.8,4.3,.647,.647,0.5,0.8,.667,0.8,1.3,2.0,0.8,0.5,0.0,0.3,0.3,6.0
Xavier Munford,SG,25,MIL,6,0,3.5,0.2,1.0,.167,0.0,0.3,.000,0.2,0.7,.250,.167,0.2,0.3,.500,0.2,0.0,0.2,0.7,0.2,0.0,0.3,0.7,0.5
Dejounte Murray,PG,21,SAS,71,38,20.6,3.3,7.3,.448,0.1,0.4,.321,3.2,6.9,.455,.457,1.1,1.6,.696,1.4,4.2,5.6,2.8,1.1,0.4,1.6,1.8,7.8
Jamal Murray,PG,20,DEN,71,70,30.7,5.8,12.8,.455,2.0,5.2,.386,3.8,7.6,.503,.534,2.8,3.1,.904,1.0,2.7,3.7,3.2,1.0,0.3,2.1,2.1,16.5
Mike Muscala,C,26,ATL,42,6,18.5,2.5,5.3,.466,1.0,2.5,.402,1.5,2.8,.526,.563,1.0,1.1,.894,1.1,3.0,4.1,0.8,0.7,0.5,0.7,1.7,7.0
Abdel Nader,SF,24,BOS,37,0,10.5,1.0,3.0,.345,0.6,1.5,.375,0.5,1.5,.315,.441,0.5,0.9,.606,0.3,1.2,1.5,0.6,0.3,0.2,0.7,1.0,3.2
Larry Nance,C,25,TOT,55,22,22.5,3.9,6.5,.602,0.0,0.1,.125,3.9,6.3,.613,.604,1.5,2.2,.661,2.5,4.5,7.0,1.3,1.4,0.6,0.9,2.8,9.3
Larry Nance,C,25,LAL,42,17,22.0,3.6,6.0,.601,0.0,0.1,.250,3.6,5.9,.606,.603,1.3,2.1,.632,2.6,4.2,6.8,1.4,1.4,0.5,1.0,2.7,8.6
Larry Nance,C,25,CLE,13,5,24.2,4.8,8.0,.606,0.0,0.3,.000,4.8,7.7,.630,.606,1.9,2.6,.735,2.5,5.5,7.9,1.3,1.3,0.9,0.5,3.2,11.6
Shabazz Napier,PG,26,POR,64,8,20.9,3.1,7.2,.432,1.1,2.9,.382,2.0,4.3,.465,.509,1.6,1.9,.839,0.3,1.9,2.2,2.1,1.2,0.2,1.2,1.1,9.0
Jameer Nelson,PG,35,TOT,50,0,20.3,1.9,4.9,.389,0.8,2.5,.331,1.1,2.4,.450,.473,0.3,0.4,.800,0.3,1.8,2.1,3.6,0.5,0.1,1.3,1.6,4.9
Jameer Nelson,PG,35,NOP,43,0,20.9,2.0,4.8,.410,0.9,2.6,.364,1.0,2.2,.463,.507,0.3,0.4,.765,0.3,2.0,2.2,3.6,0.5,0.1,1.3,1.6,5.1
Jameer Nelson,PG,35,DET,7,0,16.6,1.6,5.6,.282,0.1,2.0,.071,1.4,3.6,.400,.295,0.4,0.4,1.000,0.3,0.9,1.1,3.3,0.6,0.1,1.6,2.0,3.7
Raul Neto,PG,25,UTA,39,0,12.3,1.7,3.8,.456,0.5,1.2,.413,1.2,2.6,.475,.520,0.7,0.8,.788,0.2,1.0,1.2,1.8,0.3,0.1,0.8,0.9,4.6
Georges Niang,PF,24,UTA,5,0,2.4,0.4,0.8,.500,0.0,0.2,.000,0.4,0.6,.667,.500,0.0,0.0,,0.0,0.2,0.2,0.4,0.4,0.0,0.4,0.2,0.8
Joakim Noah,C,32,NYK,7,0,5.7,0.7,1.4,.500,0.0,0.0,,0.7,1.4,.500,.500,0.3,0.6,.500,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7
Nerlens Noel,C,23,DAL,26,6,14.7,1.8,3.5,.511,0.0,0.0,.000,1.8,3.4,.517,.511,0.8,1.0,.769,1.7,3.4,5.0,0.6,1.0,0.7,0.8,2.0,4.3
Lucas Nogueira,C,25,TOR,43,2,8.5,1.0,1.6,.623,0.1,0.4,.250,0.9,1.2,.736,.652,0.4,0.6,.692,0.4,1.5,1.9,0.4,0.4,0.8,0.3,1.0,2.5
Dirk Nowitzki,C,39,DAL,70,70,24.8,4.6,10.0,.464,1.8,4.3,.429,2.8,5.7,.491,.557,1.3,1.5,.904,0.3,5.3,5.6,1.6,0.6,0.6,0.7,1.9,12.4
Frank Ntilikina,PG,19,NYK,69,3,20.8,2.1,6.0,.357,0.6,1.9,.320,1.5,4.1,.373,.407,0.7,1.0,.716,0.4,1.7,2.1,3.1,0.8,0.2,1.7,2.3,5.6
Jusuf Nurkic,C,23,POR,68,68,26.0,5.9,12.1,.492,0.0,0.1,.000,5.9,12.0,.496,.492,2.3,3.6,.642,2.2,6.4,8.6,1.9,0.8,1.3,2.4,3.1,14.2
David Nwaba,SG,25,CHI,59,12,22.7,2.7,5.3,.523,0.2,0.6,.378,2.5,4.6,.542,.545,1.9,3.0,.629,1.2,3.3,4.5,1.4,0.8,0.5,1.0,2.2,7.6
Johnny O'Bryant,PF,24,CHO,36,0,10.5,1.9,4.8,.398,0.4,1.2,.326,1.5,3.6,.422,.439,0.6,0.7,.840,0.8,1.8,2.6,0.4,0.2,0.2,0.4,1.3,4.8
Royce O'Neale,SF,24,UTA,58,3,15.8,1.6,4.1,.392,0.6,1.7,.340,1.0,2.4,.431,.464,0.9,1.2,.809,0.4,2.8,3.3,1.3,0.5,0.2,0.8,1.4,4.7
Kyle O'Quinn,C,27,NYK,70,4,17.3,2.8,4.7,.594,0.0,0.2,.091,2.8,4.6,.611,.595,1.3,1.6,.765,1.4,4.4,5.7,2.0,0.5,1.2,1.3,2.5,6.9
Semi Ojeleye,PF,23,BOS,62,0,14.6,0.7,2.4,.297,0.5,1.7,.290,0.2,0.7,.317,.402,0.4,0.5,.647,0.5,1.5,2.0,0.3,0.3,0.0,0.3,1.2,2.3
Emeka Okafor,C,35,NOP,18,15,15.4,2.2,4.3,.513,0.0,0.0,,2.2,4.3,.513,.513,0.8,1.1,.789,1.9,3.1,4.9,0.2,0.3,1.3,0.4,1.3,5.3
Jahlil Okafor,C,22,TOT,27,0,12.4,2.6,4.8,.543,0.0,0.1,.000,2.6,4.7,.556,.543,0.8,1.1,.724,0.7,2.2,3.0,0.4,0.1,0.6,0.8,1.9,6.0
Jahlil Okafor,C,22,PHI,2,0,12.5,2.0,4.5,.444,0.0,0.0,,2.0,4.5,.444,.444,1.0,2.0,.500,2.0,2.5,4.5,0.5,0.0,1.0,1.5,3.5,5.0
Jahlil Okafor,C,22,BRK,25,0,12.4,2.6,4.8,.550,0.0,0.1,.000,2.6,4.7,.564,.550,0.8,1.0,.760,0.6,2.2,2.8,0.4,0.1,0.6,0.7,1.8,6.0
Victor Oladipo,SG,25,IND,66,66,34.1,8.6,18.2,.471,2.1,5.8,.367,6.4,12.4,.520,.530,4.0,5.0,.805,0.6,4.7,5.3,4.1,2.2,0.8,3.0,2.3,23.3
Kelly Olynyk,PF,26,MIA,66,22,23.7,4.1,8.3,.499,1.3,3.6,.370,2.8,4.7,.599,.580,1.8,2.3,.770,1.2,4.5,5.6,2.7,0.8,0.5,1.9,2.9,11.4
Cedi Osman,SF,22,CLE,54,9,10.5,1.4,2.8,.510,0.5,1.2,.391,0.9,1.6,.600,.594,0.4,0.6,.576,0.3,1.6,1.9,0.5,0.3,0.1,0.5,1.3,3.6
Kelly Oubre,SF,22,WAS,70,10,27.6,4.0,9.6,.417,1.6,4.4,.365,2.4,5.2,.463,.501,2.3,2.8,.845,0.7,3.8,4.5,1.1,1.0,0.4,1.1,2.9,11.9
Zaza Pachulia,C,33,GSW,60,52,14.6,2.3,4.0,.575,0.0,0.0,.000,2.3,4.0,.577,.575,1.2,1.5,.805,1.3,3.6,4.9,1.7,0.6,0.2,1.0,1.9,5.8
Marcus Paige,PG,24,CHO,1,0,3.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgios Papagiannis,C,20,SAC,16,0,7.4,1.1,2.6,.415,0.0,0.0,,1.1,2.6,.415,.415,0.0,0.0,,0.8,1.5,2.3,0.6,0.1,0.4,0.5,0.8,2.1
Jabari Parker,PF,22,MIL,20,0,21.7,4.8,9.3,.514,0.9,2.3,.378,3.9,7.0,.557,.559,1.5,1.9,.763,1.1,3.2,4.3,1.6,0.7,0.4,1.4,1.5,11.8
Tony Parker,PG,35,SAS,45,21,20.2,3.6,7.6,.480,0.2,0.7,.233,3.5,6.9,.503,.490,1.0,1.4,.703,0.1,1.8,1.9,3.9,0.6,0.0,1.3,0.9,8.4
Chandler Parsons,SF,29,MEM,34,8,19.2,3.0,6.4,.461,1.4,3.3,.416,1.6,3.1,.509,.568,0.5,0.8,.630,0.4,2.1,2.5,1.8,0.5,0.3,1.0,1.4,7.8
Patrick Patterson,PF,28,OKC,73,3,15.8,1.3,3.3,.385,0.8,2.1,.368,0.5,1.2,.414,.502,0.5,0.6,.860,0.4,2.0,2.4,0.7,0.6,0.3,0.4,1.1,3.8
Brandon Paul,SG,26,SAS,59,2,9.2,0.8,2.0,.422,0.2,0.9,.275,0.6,1.1,.538,.483,0.4,0.6,.568,0.1,1.0,1.1,0.6,0.4,0.1,0.5,0.9,2.3
Chris Paul,PG,32,HOU,53,53,31.9,6.3,13.7,.459,2.5,6.4,.385,3.8,7.3,.524,.549,3.7,4.0,.916,0.7,4.9,5.6,7.9,1.7,0.3,2.2,2.4,18.8
Adreian Payne,PF,26,ORL,5,0,8.6,1.4,2.0,.700,0.4,0.6,.667,1.0,1.4,.714,.800,1.0,1.2,.833,0.4,1.4,1.8,0.0,0.4,0.0,0.4,1.2,4.2
Cameron Payne,PG,23,CHI,14,3,21.0,3.4,8.1,.416,1.3,3.4,.375,2.1,4.6,.446,.496,0.4,0.5,.714,0.6,1.7,2.3,4.1,1.2,0.5,1.2,1.6,8.4
Elfrid Payton,PG,23,TOT,60,60,29.0,5.4,10.7,.500,0.5,1.5,.337,4.9,9.2,.526,.523,1.8,2.7,.652,1.0,3.4,4.4,6.3,1.3,0.4,2.7,2.3,13.0
Elfrid Payton,PG,23,ORL,44,44,28.6,5.4,10.4,.520,0.6,1.5,.373,4.8,8.9,.545,.547,1.6,2.6,.632,1.1,2.9,4.0,6.3,1.5,0.4,2.6,2.2,13.0
Elfrid Payton,PG,23,PHO,16,16,30.1,5.2,11.5,.451,0.3,1.4,.227,4.9,10.1,.481,.465,2.2,3.1,.700,0.9,4.8,5.8,6.6,0.9,0.3,3.1,2.7,12.9
Gary Payton,PG,25,TOT,18,6,8.1,1.0,2.6,.383,0.1,0.8,.133,0.9,1.8,.500,.404,0.1,0.2,.667,0.4,0.8,1.3,0.7,0.2,0.2,0.2,1.3,2.2
Gary Payton,PG,25,MIL,12,6,8.8,1.1,2.8,.394,0.2,1.0,.167,0.9,1.8,.524,.424,0.2,0.3,.667,0.3,1.1,1.4,0.8,0.3,0.1,0.3,1.4,2.5
Gary Payton,PG,25,LAL,6,0,6.7,0.8,2.3,.357,0.0,0.5,.000,0.8,1.8,.455,.357,0.0,0.0,,0.7,0.3,1.0,0.7,0.0,0.3,0.0,1.0,1.7
London Perrantes,PG,23,CLE,9,0,2.8,0.1,0.3,.333,0.0,0.1,.000,0.1,0.2,.500,.333,0.0,0.0,,0.0,0.1,0.1,0.6,0.0,0.0,0.1,0.3,0.2
Alec Peters,PF,22,PHO,13,0,8.5,0.7,2.8,.250,0.5,2.4,.194,0.2,0.4,.600,.333,0.2,0.2,1.000,0.3,1.2,1.5,0.6,0.0,0.2,0.1,0.2,2.1
Marshall Plumlee,C,25,MIL,7,0,6.4,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,1.7,2.3,.750,0.6,1.7,2.3,0.3,0.0,0.1,0.4,1.1,2.0
Mason Plumlee,C,27,DEN,64,26,20.3,3.1,5.2,.593,0.0,0.0,.000,3.1,5.2,.595,.593,1.1,2.5,.438,1.8,3.9,5.7,2.0,0.7,1.1,1.5,2.5,7.3
Miles Plumlee,C,29,ATL,47,34,16.5,1.9,3.3,.580,0.0,0.0,,1.9,3.3,.580,.580,0.5,1.0,.458,1.3,2.6,4.0,0.8,0.3,0.6,1.2,1.4,4.3
Jakob Poeltl,C,22,TOR,72,0,18.4,3.0,4.7,.645,0.0,0.0,.500,3.0,4.6,.646,.646,0.8,1.3,.600,2.0,2.6,4.7,0.7,0.4,1.3,1.0,2.7,6.8
Quincy Pondexter,SF,29,CHI,23,1,8.5,0.6,2.1,.286,0.1,1.0,.136,0.5,1.2,.407,.316,0.6,0.7,.824,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1.0,2.0
Otto Porter,SF,24,WAS,67,67,32.2,5.8,11.7,.497,1.7,4.1,.426,4.1,7.6,.534,.571,1.5,1.7,.838,1.3,5.2,6.5,2.1,1.6,0.5,0.9,2.0,14.8
Bobby Portis,PF,22,CHI,62,3,22.4,5.2,11.0,.469,1.1,3.1,.349,4.1,7.9,.516,.518,1.9,2.4,.788,2.2,4.5,6.8,1.8,0.7,0.2,1.3,1.7,13.3
Kristaps Porzingis,PF,22,NYK,48,48,32.4,8.1,18.5,.439,1.9,4.8,.393,6.3,13.8,.455,.489,4.5,5.7,.793,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7
Dwight Powell,C,26,DAL,70,16,21.0,3.3,5.4,.611,0.3,0.8,.339,3.0,4.6,.660,.637,1.6,2.3,.713,1.7,3.8,5.6,1.1,0.8,0.4,0.7,2.4,8.5
Norman Powell,SG,24,TOR,61,17,16.0,2.3,5.6,.407,0.8,2.7,.296,1.5,2.9,.508,.478,0.5,0.6,.821,0.2,1.5,1.7,1.3,0.5,0.2,1.0,1.8,5.8
Alex Poythress,PF,24,IND,24,0,4.2,0.5,1.0,.440,0.2,0.5,.364,0.3,0.6,.500,.520,0.0,0.0,,0.3,0.4,0.7,0.1,0.1,0.0,0.1,0.7,1.1
Jacob Pullen,PG,28,PHI,3,0,2.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7
Rodney Purvis,SG,23,ORL,5,0,11.4,1.2,3.2,.375,0.4,2.0,.200,0.8,1.2,.667,.438,1.0,1.0,1.000,0.0,0.6,0.6,0.2,0.2,0.4,1.0,1.2,3.8
Zhou Qi,C,22,HOU,14,0,5.4,0.3,1.7,.167,0.1,1.1,.133,0.1,0.6,.222,.208,0.5,0.7,.700,0.1,0.8,0.9,0.1,0.1,0.4,0.4,0.9,1.2
Ivan Rabb,PF,20,MEM,28,1,11.8,2.0,3.4,.596,0.0,0.0,,2.0,3.4,.596,.596,0.6,0.8,.773,1.3,2.2,3.4,0.8,0.3,0.2,0.9,1.3,4.6
Julius Randle,C,23,LAL,70,37,26.2,6.2,11.0,.566,0.1,0.6,.214,6.1,10.4,.587,.572,3.4,4.8,.701,2.2,5.6,7.9,2.5,0.5,0.6,2.5,3.3,15.9
Zach Randolph,PF,36,SAC,59,57,25.6,6.1,12.9,.473,0.9,2.5,.347,5.3,10.4,.503,.507,1.4,1.8,.785,1.6,5.1,6.7,2.2,0.7,0.2,2.0,2.0,14.5
Xavier Rathan-Mayes,SG,23,MEM,5,0,23.6,2.4,8.4,.286,0.2,2.8,.071,2.2,5.6,.393,.298,0.8,1.8,.444,0.0,1.0,1.0,3.6,1.2,0.6,2.2,3.6,5.8
J.J. Redick,SG,33,PHI,59,59,30.8,5.5,12.3,.451,2.7,6.5,.413,2.8,5.8,.494,.561,2.8,3.1,.908,0.2,2.5,2.6,3.0,0.5,0.1,1.5,1.9,16.6
Davon Reed,SG,22,PHO,13,0,9.8,0.9,3.2,.293,0.5,1.5,.316,0.5,1.7,.273,.366,0.2,0.3,.750,0.2,1.5,1.7,0.5,0.2,0.1,0.4,0.7,2.5
Willie Reed,C,27,TOT,42,5,10.2,1.9,2.9,.669,0.0,0.0,.500,1.9,2.8,.672,.674,0.8,1.3,.582,0.8,2.0,2.9,0.2,0.2,0.5,0.5,1.3,4.6
Willie Reed,C,27,LAC,39,5,10.7,2.1,3.1,.667,0.0,0.1,.500,2.0,3.0,.669,.671,0.8,1.4,.582,0.9,2.2,3.1,0.2,0.2,0.6,0.5,1.4,4.9
Willie Reed,C,27,DET,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,0.7
Josh Richardson,SF,24,MIA,71,71,33.3,5.0,10.9,.457,1.7,4.3,.393,3.3,6.6,.498,.534,1.4,1.7,.828,0.9,2.5,3.4,2.8,1.5,0.9,1.8,2.6,13.1
Malachi Richardson,SG,22,TOT,26,4,12.5,1.2,3.5,.333,0.5,1.5,.300,0.7,1.9,.360,.400,0.7,0.8,.773,0.2,1.1,1.3,0.5,0.4,0.0,0.4,1.0,3.4
Malachi Richardson,SG,22,SAC,25,4,12.8,1.2,3.5,.330,0.5,1.6,.308,0.7,2.0,.347,.398,0.7,0.9,.773,0.2,1.1,1.3,0.5,0.4,0.0,0.4,1.1,3.5
Malachi Richardson,SG,22,TOR,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Austin Rivers,SG,25,LAC,51,49,33.7,5.8,13.5,.434,2.4,6.0,.390,3.5,7.4,.471,.522,1.6,2.5,.643,0.5,2.1,2.5,3.7,1.2,0.3,1.7,2.5,15.7
Andre Roberson,SG,26,OKC,39,39,26.6,2.2,4.2,.537,0.2,0.9,.222,2.0,3.2,.627,.562,0.3,1.0,.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5.0
